winner_idx,loser_idx,surface,days_ago
0,55,0,791
113,71,0,791
91,131,0,791
36,77,0,791
16,56,0,791
85,105,0,791
100,47,0,791
56,48,0,791
85,86,0,791
73,93,0,791
65,18,0,791
47,37,0,791
100,110,0,791
56,10,0,791
40,98,0,791
65,71,0,791
98,73,0,791
113,75,0,791
98,93,0,791
71,18,0,791
41,69,0,791
68,25,0,791
3,68,0,791
3,41,0,791
3,51,0,791
79,23,0,791
23,74,0,791
50,91,0,791
67,55,0,791
13,83,0,791
92,55,0,791
0,67,0,791
13,12,0,791
50,26,0,791
83,12,0,791
92,0,0,791
67,92,0,791
93,40,0,791
25,120,0,791
9,79,0,791
92,9,0,791
40,92,0,791
83,65,0,791
84,14,0,791
42,14,0,791
9,14,0,791
84,42,0,791
9,42,0,791
40,73,0,791
9,84,0,791
113,65,0,791
13,60,0,784
31,80,0,784
116,6,0,784
110,37,0,784
80,101,0,784
60,105,0,784
14,96,0,784
6,77,0,784
80,110,0,784
47,29,0,784
31,95,0,784
4,15,0,784
31,13,0,784
41,76,0,784
76,57,0,784
64,26,0,784
68,69,0,784
71,51,0,784
71,48,0,784
19,56,0,784
36,39,0,784
68,64,0,784
41,71,0,784
91,19,0,784
71,91,0,784
36,3,0,784
31,4,0,784
91,36,0,784
91,12,0,784
16,132,0,777
3,42,0,777
73,128,0,777
10,31,0,777
113,25,0,777
67,9,0,777
40,56,0,777
3,95,0,777
83,0,0,777
113,98,0,777
95,80,0,777
74,67,0,777
74,113,0,777
40,92,0,777
40,74,0,777
25,87,0,777
98,120,0,777
17,41,0,777
31,88,0,777
10,18,0,777
83,50,0,777
73,3,0,777
76,89,0,777
56,2,0,777
92,96,0,777
110,8,0,777
13,15,0,777
71,105,0,777
92,100,0,777
37,101,0,777
2,93,0,777
56,12,0,777
95,68,0,777
3,57,0,777
37,23,0,777
42,60,0,777
128,14,0,777
10,79,0,777
31,48,0,777
51,64,0,777
25,4,0,777
67,69,0,777
74,110,0,777
67,44,0,777
13,71,0,777
106,91,0,777
0,77,0,777
92,13,0,777
14,19,0,777
68,7,0,777
3,20,0,777
106,55,0,777
73,116,0,777
85,6,0,777
128,70,0,777
91,34,0,777
70,23,1,763
23,59,1,763
70,110,1,763
8,80,1,763
59,88,1,763
110,42,1,763
8,58,1,763
80,26,1,763
59,28,1,763
70,109,1,763
26,131,1,763
90,54,1,763
8,70,1,763
0,10,0,763
57,9,0,763
0,48,0,763
10,15,0,763
10,96,0,763
15,64,0,763
2,93,0,763
60,36,1,763
57,0,0,763
120,76,0,763
57,85,0,763
132,56,0,756
92,74,0,756
88,90,1,756
95,50,1,756
110,131,1,756
36,8,1,756
60,70,1,756
26,54,1,756
23,88,1,756
109,95,1,756
80,110,1,756
6,60,1,756
20,14,1,756
84,26,1,756
23,109,1,756
84,20,1,756
74,132,0,756
92,63,0,756
74,98,0,756
132,120,0,756
55,51,0,756
92,4,0,756
19,85,0,756
98,48,0,756
98,15,0,756
23,80,1,756
56,72,0,756
55,93,0,756
51,105,0,756
4,57,0,756
85,31,0,756
29,67,0,756
29,32,0,756
47,116,0,756
10,39,0,756
63,19,0,756
92,55,0,756
120,79,0,756
74,96,0,756
132,83,0,756
84,23,1,756
95,80,1,749
23,60,1,749
73,36,1,749
109,95,1,749
6,20,1,749
128,73,1,749
23,109,1,749
128,6,1,749
128,23,1,749
4,25,0,749
51,48,0,749
19,89,0,749
9,4,0,749
96,13,0,749
51,100,0,749
71,57,0,749
9,96,0,749
71,83,0,749
100,15,0,749
9,51,0,749
109,26,1,749
128,88,1,749
34,85,0,749
131,97,0,749
65,105,0,749
125,21,0,749
101,91,0,749
63,2,0,749
31,131,0,749
65,125,0,749
36,110,1,749
74,101,0,749
64,31,0,749
65,74,0,749
63,64,0,749
92,65,0,749
63,92,0,749
80,50,1,749
60,146,1,749
20,42,1,749
63,34,0,749
10,32,0,749
57,24,0,749
10,116,0,749
55,68,0,749
106,41,0,749
55,106,0,749
83,25,0,742
60,17,1,742
110,36,1,742
70,42,1,742
60,88,1,742
17,112,1,742
88,59,1,742
17,20,1,742
110,58,1,742
36,54,1,742
55,74,0,742
40,39,0,742
74,29,0,742
39,67,0,742
74,107,0,742
67,10,0,742
14,106,0,742
68,73,0,742
107,80,0,742
74,50,0,742
55,77,0,742
63,79,0,742
79,113,0,742
63,48,0,742
5,51,0,742
70,95,1,742
68,14,0,742
110,8,1,742
60,110,1,742
51,98,0,742
113,4,0,742
9,71,0,742
60,70,1,742
25,15,0,742
5,120,0,742
79,57,0,742
63,13,0,742
48,31,0,742
83,19,0,742
4,37,0,742
113,96,0,742
19,41,0,731
110,132,1,731
57,84,0,731
84,7,0,731
0,36,1,731
36,12,1,731
98,102,0,731
0,112,1,731
15,100,0,731
100,97,0,731
15,111,0,731
41,102,0,731
23,125,1,731
97,111,0,731
98,19,0,731
63,79,0,728
67,98,0,728
95,73,0,728
3,40,0,728
128,9,0,728
113,64,0,728
73,89,0,728
95,56,0,728
67,88,0,728
98,68,0,728
63,69,0,728
16,57,0,728
40,125,0,728
128,48,0,728
23,100,0,728
9,107,0,728
13,20,0,728
83,96,0,728
113,50,0,728
64,80,0,728
84,45,0,728
73,131,0,728
56,92,0,728
68,0,0,728
63,86,0,728
69,116,0,728
55,60,0,728
128,3,0,728
57,4,0,728
67,95,0,728
125,105,0,728
63,16,0,728
48,19,0,728
107,101,0,728
106,41,0,728
120,29,0,728
96,43,0,728
64,71,0,728
131,93,0,728
95,32,0,728
88,146,0,728
68,7,0,728
116,10,0,728
16,47,0,728
47,15,0,728
128,55,0,728
4,25,0,728
67,63,0,728
128,19,0,714
67,7,0,714
68,51,0,714
106,8,0,714
95,92,0,714
6,25,0,714
113,100,0,714
69,116,0,714
57,59,0,714
55,124,0,714
41,23,0,714
48,16,0,714
60,12,0,714
98,47,0,714
71,50,0,714
107,77,0,714
105,120,0,714
7,56,0,714
68,64,0,714
106,96,0,714
25,88,0,714
15,26,0,714
109,85,0,714
48,86,0,714
0,43,0,714
74,107,0,714
41,2,0,714
31,93,0,714
128,84,0,714
79,71,0,714
128,79,0,714
84,109,0,714
79,40,0,714
128,95,0,714
109,113,0,714
84,0,0,714
79,89,0,714
128,74,0,714
95,67,0,714
109,69,0,714
84,55,0,714
0,41,0,714
19,29,0,714
89,39,0,714
40,60,0,714
89,83,0,714
60,42,0,714
40,4,0,714
0,48,0,714
55,101,0,714
39,13,0,714
109,3,0,714
95,106,0,714
67,68,0,714
84,57,0,714
79,31,0,714
74,98,0,714
99,85,1,700
20,96,1,700
50,132,1,700
120,8,1,700
56,28,1,700
2,99,1,700
15,21,1,700
20,2,1,700
15,26,1,700
42,47,1,700
67,70,1,700
42,67,1,700
15,20,1,700
50,120,1,700
69,29,1,700
50,80,1,693
74,6,1,693
63,98,1,693
113,100,1,693
96,29,1,693
15,132,1,693
13,64,1,693
106,56,1,693
131,31,1,693
23,19,1,693
60,93,1,693
8,85,1,693
19,89,1,693
23,51,1,693
6,71,1,693
98,72,1,693
113,43,1,693
79,28,1,693
120,92,1,693
84,131,1,693
79,60,1,693
74,96,1,693
96,16,1,693
74,0,1,693
96,67,1,693
16,79,1,693
74,23,1,693
0,113,1,693
67,106,1,693
16,84,1,693
79,8,1,693
57,1,1,693
74,50,1,693
113,63,1,693
96,5,1,693
15,13,1,693
106,128,1,693
16,14,1,693
8,55,1,693
23,120,1,693
96,15,1,693
63,5,1,686
89,26,1,686
120,110,1,686
5,51,1,686
63,6,1,686
5,95,1,686
51,36,1,686
63,25,1,686
5,50,1,686
51,65,1,686
25,131,1,686
63,132,1,686
50,141,1,686
95,2,1,686
131,42,1,686
25,14,1,686
19,47,1,686
84,116,1,686
20,29,1,686
69,28,1,686
128,98,1,686
128,74,1,686
98,55,1,686
23,92,1,686
74,16,1,686
128,88,1,686
55,19,1,686
100,57,1,686
23,120,1,686
98,89,1,686
84,100,1,686
16,20,1,686
98,93,1,686
89,8,1,686
23,48,1,686
120,13,1,686
92,69,1,686
131,56,1,679
131,0,1,679
131,100,1,679
56,84,1,679
70,101,1,679
95,77,1,679
100,39,1,679
101,29,1,679
70,42,1,679
56,116,1,679
8,47,1,679
131,132,1,679
2,68,1,679
56,95,1,679
72,20,1,679
110,69,1,679
69,106,1,679
110,8,1,679
69,96,1,679
69,14,1,679
110,2,1,679
106,92,1,679
96,72,1,679
69,81,1,679
2,28,1,679
64,30,1,679
106,64,1,679
83,93,1,672
16,23,1,672
74,34,1,672
92,42,1,672
113,98,1,672
120,106,1,672
4,30,1,672
79,28,1,672
34,51,1,672
14,43,1,672
95,57,1,672
15,31,1,672
124,80,1,672
13,9,1,672
42,69,1,672
98,60,1,672
113,68,1,672
96,89,1,672
63,124,1,672
4,83,1,672
14,84,1,672
128,0,1,672
128,5,1,672
0,74,1,672
15,56,1,672
74,63,1,672
0,92,1,672
5,4,1,672
5,79,1,672
128,55,1,672
63,13,1,672
74,16,1,672
92,113,1,672
0,120,1,672
5,3,1,672
79,96,1,672
79,14,1,672
50,43,1,665
6,30,1,665
23,95,1,665
29,57,1,665
83,80,1,665
15,79,1,665
56,106,1,665
113,60,1,665
84,83,1,665
55,133,1,665
98,14,1,665
68,8,1,665
110,85,1,665
5,92,1,665
74,113,1,665
31,89,1,665
16,116,1,665
0,110,1,665
92,29,1,665
42,100,1,665
5,74,1,665
98,68,1,665
74,0,1,665
0,42,1,665
5,84,1,665
74,51,1,665
0,98,1,665
5,1,1,665
1,50,1,665
29,23,1,665
92,96,1,665
84,56,1,665
113,6,1,665
74,16,1,665
5,31,1,665
109,18,1,658
20,77,1,658
82,60,1,658
10,31,1,658
131,71,1,658
110,90,1,658
98,93,1,658
93,33,1,658
55,109,1,658
131,10,1,658
2,40,1,658
85,68,1,658
37,8,1,658
84,41,1,658
55,131,1,658
55,110,1,658
98,82,1,658
41,6,1,658
72,67,1,651
55,27,1,651
51,28,1,651
23,16,1,651
128,8,1,651
84,100,1,651
15,69,1,651
101,38,1,651
113,26,1,651
63,113,1,651
40,50,1,651
106,2,1,651
79,15,1,651
51,55,1,651
128,106,1,651
84,80,1,651
131,101,1,651
63,42,1,651
113,48,1,651
40,95,1,651
5,23,1,651
0,72,1,651
128,51,1,651
84,79,1,651
131,74,1,651
116,85,1,651
0,116,1,651
0,110,1,651
2,89,1,651
92,94,1,651
0,128,1,651
5,39,1,651
16,29,1,651
88,77,1,651
92,58,1,651
94,31,1,651
56,99,1,651
6,105,1,651
91,1,1,651
0,61,1,651
110,14,1,651
85,96,1,651
33,25,1,651
72,53,1,651
28,30,1,651
51,81,1,651
8,41,1,651
100,93,1,651
69,64,1,651
15,132,1,651
131,83,1,651
101,98,1,651
13,109,1,651
74,120,1,651
42,68,1,651
95,90,1,651
57,71,1,651
16,43,1,651
23,88,1,651
56,6,1,651
84,131,1,651
95,57,1,651
64,71,2,637
12,29,2,637
71,93,2,637
19,104,2,637
4,37,2,637
80,12,2,637
19,79,2,637
4,57,2,637
74,138,2,637
4,74,2,637
73,80,2,637
51,70,2,637
116,68,2,637
100,56,2,637
92,85,2,637
10,98,2,637
92,51,2,637
10,116,2,637
40,10,2,637
73,4,2,637
73,68,2,630
73,56,2,630
56,96,2,630
96,98,2,630
100,124,2,630
68,1,2,630
109,60,2,630
124,67,2,630
74,64,2,630
56,16,2,630
106,42,2,630
79,40,2,630
51,31,2,630
9,19,2,630
40,15,2,630
92,48,2,630
79,93,2,630
51,50,2,630
9,85,2,630
79,92,2,630
40,9,2,630
100,49,2,630
92,29,2,630
96,8,2,630
57,120,2,630
68,83,2,630
1,69,2,630
73,13,2,630
16,55,2,630
98,68,2,623
55,116,2,623
124,23,2,623
67,36,2,623
98,80,2,623
68,113,2,623
60,96,2,623
67,57,2,623
57,69,2,623
36,93,2,623
98,42,2,623
80,18,2,623
68,109,2,623
13,10,2,623
67,98,2,623
74,9,2,623
29,56,2,623
74,64,2,623
9,40,2,623
64,77,2,623
74,29,2,623
77,110,2,623
64,83,2,623
40,31,2,623
31,88,2,623
9,25,2,623
110,47,2,623
77,14,2,623
64,70,2,623
29,48,2,623
32,23,2,616
55,88,2,616
68,10,2,616
98,124,2,616
116,83,2,616
5,95,2,616
74,47,2,616
2,48,2,616
56,100,2,616
80,101,2,616
59,9,2,616
15,93,2,616
88,36,2,616
98,32,2,616
116,59,2,616
57,14,2,616
56,2,2,616
113,128,2,616
15,69,2,616
55,68,2,616
42,98,2,616
67,27,2,616
5,113,2,616
55,15,2,616
5,55,2,616
69,57,2,616
69,44,2,616
100,39,2,616
93,84,2,616
15,110,2,616
57,19,2,616
110,25,2,616
93,90,2,616
84,8,2,616
128,12,2,616
85,6,2,616
4,18,2,616
113,1,2,616
70,50,2,616
96,79,2,616
98,28,2,616
27,13,2,616
83,71,2,616
124,97,2,616
95,70,2,616
5,41,2,616
10,75,2,616
48,81,2,616
101,105,2,616
29,131,2,616
74,35,2,616
47,26,2,616
59,86,2,616
67,120,2,616
128,85,2,616
4,75,2,602
27,18,2,602
57,4,2,602
27,92,2,602
18,49,2,602
45,86,2,602
49,105,2,602
18,32,2,602
75,10,2,602
57,27,2,602
27,47,2,602
50,120,1,602
64,45,2,602
110,6,1,602
30,100,1,602
109,110,1,602
110,63,1,602
110,30,1,602
63,50,1,602
109,84,1,602
109,31,1,602
110,96,1,602
30,9,1,602
63,20,1,602
31,80,1,602
8,90,1,602
31,101,1,602
8,138,1,595
8,54,1,595
30,58,1,595
73,60,1,595
84,132,1,595
88,35,1,595
54,17,1,595
30,101,1,595
73,2,1,595
132,90,1,595
88,72,1,595
54,36,1,595
17,42,1,595
84,88,1,595
58,80,1,595
2,26,1,595
58,9,1,595
73,30,1,595
96,56,1,595
84,73,1,595
120,128,1,595
128,51,1,595
120,96,1,595
109,31,1,595
51,6,1,595
43,85,1,595
96,24,1,595
120,100,1,595
31,59,1,595
109,63,1,595
51,12,1,595
43,50,1,595
85,131,1,595
120,14,1,595
100,23,1,595
59,20,1,595
109,77,1,595
84,8,1,595
120,109,1,595
60,20,1,588
98,10,0,588
59,6,1,588
91,77,1,588
113,88,1,588
72,131,1,588
113,26,1,588
113,128,1,588
61,2,1,588
132,36,1,588
60,54,1,588
20,42,1,588
30,61,1,588
14,31,1,588
30,123,1,588
18,86,0,588
8,58,1,588
17,30,1,588
9,132,1,588
8,60,1,588
9,8,1,588
25,106,0,588
116,47,0,588
69,25,0,588
98,18,0,588
69,116,0,588
9,104,1,588
39,98,0,581
67,105,0,581
100,48,0,581
51,86,0,581
63,124,0,581
107,83,0,581
56,78,0,581
45,64,0,581
16,10,0,581
100,79,0,581
107,25,0,581
78,18,0,581
106,16,0,581
69,45,0,581
69,56,0,581
106,110,0,581
13,67,0,581
40,55,0,581
40,95,0,581
55,92,0,581
95,116,0,581
40,130,0,581
95,47,0,581
39,51,0,581
47,17,0,581
27,90,0,581
39,63,0,581
63,107,0,581
39,13,0,581
107,131,0,581
116,75,0,581
68,128,0,574
98,83,0,574
23,96,0,574
8,15,0,574
100,1,0,574
9,29,0,574
55,116,0,574
131,6,0,574
10,71,0,574
3,60,0,574
124,101,0,574
69,64,0,574
67,69,0,574
51,109,0,574
56,95,0,574
67,4,0,574
13,63,0,574
113,10,0,574
124,74,0,574
79,84,0,574
84,92,0,574
13,68,0,574
84,9,0,574
92,55,0,574
79,8,0,574
13,67,0,574
98,16,0,574
8,23,0,574
79,100,0,574
55,56,0,574
92,39,0,574
124,3,0,574
69,73,0,567
9,29,0,567
83,16,0,567
67,110,0,567
6,8,0,567
31,116,0,567
106,51,0,567
113,95,0,567
4,1,0,567
55,131,0,567
100,107,0,567
113,41,0,567
9,109,0,567
29,15,0,567
43,120,0,567
23,31,0,567
92,98,0,567
147,80,0,567
55,4,0,567
128,48,0,567
106,69,0,567
43,74,0,567
74,40,0,567
43,55,0,567
40,67,0,567
55,128,0,567
43,92,0,567
63,6,0,567
67,63,0,567
147,84,0,567
83,68,0,567
40,56,0,567
40,83,0,567
92,113,0,567
55,147,0,567
74,23,0,567
43,9,0,567
10,100,0,560
85,25,0,560
18,41,0,560
10,37,0,560
50,15,0,560
6,14,0,560
30,107,0,560
80,70,0,560
2,120,0,560
56,85,0,560
30,16,0,560
56,88,0,560
64,36,0,560
10,8,0,560
50,27,0,560
124,30,0,560
56,64,0,560
50,2,0,560
10,56,0,560
124,6,0,560
10,50,0,560
51,124,0,553
2,95,0,553
69,27,0,553
23,105,0,553
83,26,0,553
68,106,0,553
13,18,0,553
113,45,0,553
116,16,0,553
91,56,0,553
96,59,0,553
128,20,0,553
73,4,0,553
128,69,0,553
84,68,0,553
113,116,0,553
55,131,0,553
63,83,0,553
69,23,0,553
73,96,0,553
84,91,0,553
63,55,0,553
84,73,0,553
128,113,0,553
69,63,0,553
84,51,0,553
96,19,0,553
128,84,0,553
91,38,0,553
59,47,0,553
107,70,0,553
51,36,0,553
71,49,0,553
81,147,0,553
124,92,0,553
107,9,0,553
57,101,0,553
42,132,0,553
124,100,0,553
92,35,0,553
59,74,0,553
47,80,0,553
96,39,0,553
4,109,0,553
73,54,0,553
91,1,0,553
64,93,0,553
68,72,0,553
56,125,0,553
98,42,0,553
40,71,0,553
6,31,0,553
2,25,0,553
69,29,0,553
26,88,0,553
63,50,0,553
20,85,0,553
18,37,0,553
113,77,0,553
45,60,0,553
116,99,0,553
120,15,0,553
128,110,0,553
56,57,0,538
85,7,0,538
27,97,0,538
98,15,0,538
55,67,0,537
68,13,0,537
12,64,0,537
8,50,0,537
73,43,0,537
120,78,0,537
9,95,0,537
98,64,0,536
68,7,0,536
67,57,0,536
2,27,0,536
92,128,0,535
12,97,0,535
13,85,0,535
56,55,0,535
113,109,0,535
73,110,0,535
81,36,0,535
58,54,1,534
58,70,1,534
56,67,0,534
78,110,0,534
43,109,0,534
50,142,0,534
92,95,0,534
15,64,0,534
85,68,0,534
12,75,0,533
57,55,0,533
57,100,0,532
106,120,0,532
79,30,0,532
64,93,0,532
116,29,0,532
80,31,0,532
71,88,0,532
30,2,0,532
131,64,0,532
100,132,0,532
1,40,0,532
106,101,0,532
80,106,0,532
29,13,0,532
116,37,0,532
13,22,0,532
29,18,0,532
116,59,0,532
13,25,0,532
22,70,0,532
79,71,0,532
59,60,0,532
29,90,0,532
57,1,0,532
57,131,0,532
80,79,0,532
80,57,0,532
37,27,0,532
37,107,0,532
18,105,0,532
116,135,0,532
98,4,0,528
74,23,0,528
92,5,0,528
69,74,0,528
73,92,0,528
67,55,0,528
5,69,0,528
30,50,0,525
32,141,0,525
100,107,0,525
22,10,0,525
90,31,0,525
32,56,0,525
22,100,0,525
65,90,0,525
71,23,0,525
65,71,0,525
5,65,0,525
48,60,0,525
80,72,0,525
39,83,0,525
39,114,0,525
12,14,0,525
114,48,0,525
84,54,0,525
39,25,0,525
83,88,0,525
39,13,0,525
39,84,0,525
88,82,0,525
131,113,0,525
113,76,0,525
120,12,0,525
113,81,0,525
131,80,0,525
12,93,0,525
76,6,0,525
114,95,0,525
67,69,0,518
67,83,0,518
69,95,0,518
83,43,0,518
60,88,0,518
69,72,0,518
95,13,0,518
95,39,0,518
88,84,0,518
60,105,0,518
72,25,0,518
67,18,0,518
43,41,0,518
43,116,0,518
40,8,0,518
10,1,0,518
9,92,0,518
99,96,0,518
63,46,0,518
10,15,0,518
40,9,0,518
5,51,0,518
74,79,0,518
63,10,0,518
74,63,0,518
74,133,0,518
79,57,0,518
5,56,0,518
5,40,0,518
40,100,0,518
5,42,0,518
9,99,0,518
57,85,0,518
133,123,0,518
74,7,0,518
79,109,0,518
46,31,0,518
5,74,0,518
15,128,0,518
63,50,0,518
30,29,0,511
36,64,0,511
22,110,0,511
106,88,0,511
4,96,0,511
29,8,0,511
71,22,0,511
4,38,0,511
106,4,0,511
106,9,0,511
63,68,0,511
30,109,0,511
92,107,0,511
92,120,0,511
92,116,0,511
107,57,0,511
120,72,0,511
57,91,0,511
26,73,0,511
120,48,0,511
72,80,0,511
57,42,0,511
91,126,0,511
31,85,0,511
26,59,0,511
63,106,0,511
63,30,0,511
116,2,0,511
106,71,0,511
2,15,0,504
106,39,0,504
30,79,0,504
92,2,0,504
42,27,0,504
92,106,0,504
131,36,0,504
92,13,0,504
106,30,0,504
79,124,0,504
2,1,0,504
106,51,0,504
39,88,0,504
2,138,0,504
15,23,0,504
13,22,0,504
106,29,0,504
39,144,0,504
138,56,0,504
13,85,0,504
98,64,0,504
30,109,0,504
132,16,0,504
22,119,0,504
131,42,0,504
120,95,0,504
73,48,0,504
120,59,0,504
48,46,0,504
73,25,0,504
95,91,0,504
59,81,0,504
55,31,0,504
120,73,0,504
46,110,0,504
48,9,0,504
25,38,0,504
73,26,0,504
91,133,0,504
95,126,0,504
120,50,0,504
59,72,0,504
50,78,0,504
98,107,0,504
100,132,0,504
131,55,0,504
100,69,0,504
131,98,0,504
74,100,0,504
98,83,0,504
26,54,0,504
25,60,0,504
38,10,0,504
46,19,0,504
110,80,0,504
81,8,0,504
131,74,0,504
16,63,0,497
113,42,0,497
29,55,0,497
13,51,0,497
83,67,0,497
79,100,0,497
43,74,0,497
30,68,0,497
63,23,0,497
100,80,0,497
29,85,0,497
55,38,0,497
51,107,0,497
83,104,0,497
67,39,0,497
79,69,0,497
43,49,0,497
113,109,0,497
16,36,0,497
40,30,0,497
40,16,0,497
83,13,0,497
92,131,0,497
92,128,0,497
131,9,0,497
92,57,0,497
131,71,0,497
9,1,0,497
128,56,0,497
43,79,0,497
57,8,0,497
131,93,0,497
9,4,0,497
1,116,0,497
128,124,0,497
92,95,0,497
95,96,0,497
56,10,0,497
40,113,0,497
83,43,0,497
40,83,0,497
1,84,0,497
16,29,0,497
4,65,0,497
9,50,0,497
131,98,0,497
8,120,0,497
57,31,0,497
116,15,0,497
79,10,0,490
